body,section,title,url
"
It was only fitting that the showdown between the No. 1 and No. 3 teams in the country should come down to the wire. In the final points of the last match of the day, the top-ranked Harvard women’s squash team fell to Princeton, 5-4, in New Jersey.The result came down to the final grouping, as the two teams, which both entered the day undefeated, split the first six matches. Crimson sophomore Amanda Sobhy quickly defeated her opponent in the No. 1 position to win in straight sets, but the Tigers were by no means ready to lay down quietly.In the No. 4 spot, Rachel Leizman of Princeton outlasted Harvard freshman Michelle Gemmell. Although Gemmell found herself one point away from a Crimson victory, Leizman continued to battle and ended up winning the set and the match, 12-10, in the fifth.With each team having won four matches, the contest would be decided by the pairing in the No. 7 spot between co-captain Sarah Mumanachit of Harvard and Alex Sawin. The two players battled deep into a fourth set tiebreaker until Sawin finally converted on a match ball, allowing her to win the set, 16-14, while at the same time sealing the match and the Tigers’ victory.“The Princeton crowd was going nuts,” fellow co-captain Natasha Kingshott said. “The energy in the gymnasium was unbelievable. This is what college squash is all about…. [Mumanachit] really never gave up. In the end it didn’t quite work out for us, but we were just so proud of her.”
The Tigers won two of the first three matches in the opening shift. At the No. 6 position, Kingshott made short work of her opponent and proceeded to win in three sets.Although sophomore Haley Mendez took home the first set, she could not keep up with her Princeton rival and went on to lose the next three.Sophomore Megan Murray, who competed in the No. 9 spot, also fell in a tight, five-set battle to Tara Harrington.But the Crimson bounced back in the next set of matches, digging itself out of a hole to knot the contest at three matches apiece.After pulling out a five-setter the day before against Penn, senior Laura Gemmell showed no signs of fatigue en route to a tough, four-game victory in the No. 2 position.Playing at No. 5 and holding her opponent to seven, two, and eight points in each game, freshman Saumya Karki rolled to a straight-set victory.But despite finding herself up two sets in the No. 8 spot, freshman Isabelle Dowling could not hang on against Tigers sophomore Hallie Dewey and fell in a five-set battle, losing the final game by just two points.“We all fought really hard, and I think this was a good learning experience, particularly for the freshmen,” Kingshott said. “For [Dowling]…she’ll hopefully learn from that experience, and in the next match, hopefully she’ll remember the situation she was in.”The final grouping was full of drama, and Princeton emerged with the victory by taking two of the final three matches.Sobhy continued her dominance of her competition, holding Julie Cerullo of the Tigers below four points in each game of the sophomore’s straight-set victory. Sobhy has never lost while playing for Harvard.
",Sports,"In Matchup of Nation&#39;s Top Teams, Women&#39;s Squash Edged by Princeton |
    
        Sports |
    
    The Harvard Crimson","/article/2013/1/14/harvard-princeton-squash-showdown/
"
"
The last time that the Harvard men’s squash team won a match against Princeton, George W. Bush had just been inaugurated into his second term as President. But the year that Bush’s successor was inaugurated into his second term of office would not be the one to break the skid.It seemed like a repeat of 2011 as the Tigers (6-0, 2-0 Ivy) once again upset the Crimson’s previously unblemished record in heartbreaking fashion.Mere hours after the Harvard women fell to a similar fate, the reigning Ivy League and CSA National Champions eked out a win over the Crimson (8-1, 2-1 Ivy) at the Jadwin Squash Courts on Sunday, 5-4, the same score by which Princeton topped Harvard the year before.“They’re a team that shows up on the day consistently,” co-captain Zeke Scherl said. “You think that even when some of their players are people who you would beat on paper, they show up, and some of our guys didn’t have the most solid performances. Today was a really individual incident, where it really came down to the wire, and two points could have gone the other way, and we would have had the match.”Down 4-3, the Crimson sent its No. 2 player, junior Brandon McLaughlin, onto the court to face his counterpart on the Tigers, Samuel Kang. Kang easily won the first two games, 11-5 and 11-6, and looked to take the third game as well, but McLaughlin’s foe couldn’t convert on five match balls and dropped the third game, 12-14.
McLaughlin and Kang fought two more hotly contested games, with McLaughlin taking the fourth to tie the match before losing the final game, 11-9, to give Princeton its eighth consecutive victory over Harvard.“[McLaughlin] got down against [Kang], and he gritted his teeth and fought back—it’s how he operates,” Scherl said. “He’s always been a fighter, but unfortunately it got down to the last couple of points when he buckled down and fell to the guy.”While the drama unfolded on the No. 2 court, the Crimson’s top-ranked player and reigning CSA national champion, junior Ali Farag, took on a former national champion in the Tigers’ Todd Harrity. Harrity took the first game, 11-5, before Farag bounced back to win three consecutive and take the match, 3-1.“At first I didn’t play well because I was nervous from watching the number two, Brandon McLaughlin,” Farag said. “But after that, I talked to my coach, and he told me to just forget about the other match and get the job done, and I think from there, I played just fine.”With the win, Farag remains undefeated, both against Harrity, whom he topped, 3-2, in last year’s matchup, and in his collegiate career.“I thought [Ali] played unbelievable squash with a lot of pressure on him at the end,” Scherl said. “He’s always expected to win, but playing Todd Harrity who’s an incredible player, never easy to beat, I thought even after having gone down the first game, he composed himself well and got himself together and played beautiful squash to win that.”The Tigers jumped out to an early lead, taking the first two matches of the day. Freshman Matt Roberts went down in straight games at the No. 9 position, while No. 3 Gary Power took the first game before dropping the next three to his opponent.Harvard responded, as sixth-seeded junior Tommy Mullaney and eighth-seeded co-captain Jason Michas both bested their opponents in straight games to knot the score at two apiece.“I thought Tommy Mullaney and Jason Michas posted incredible showings today getting on and off court, really executing their game plans and taking it to their opponents,” Scherl said. “I saw Tommy just dominate his opponent. The kid never had a chance.”Losses at the fourth and fifth spots gave Princeton the lead back before Scherl defeated his opponent at No. 7 to bring it to 4-3. Farag noted that some of the Crimson’s struggles stemmed from the conditions of the court, which made it difficult for the visitors to find their rhythm.“I think the fact that they were playing at home made a huge difference,” Farag said. “Their courts were really bouncy and really hard, so a lot of our players struggled with that. It’s hard to finish the ball on these courts.”Despite the track record that the team holds against the Tigers, Scherl remains optimistic about the next meeting between the two.“Coming off the match, we’ll do what we always do,” Scherl said. “We’ll pick up the little things and keep working, and I think Princeton should be afraid the next time that they see us.”—Staff writer Samantha Lin can be reached at samanthalin@college.harvard.edu.
",Sports,"Men&#39;s Squash Suffers First Loss in Thriller |
    
        Sports |
    
    The Harvard Crimson","/article/2013/1/14/harvard-princeton-squash-thriller/
"
"
Applied physics professor Federico Capasso remembers the emergence of fiber optics vividly—he was working at Bell Laboratories when the research institution performed the first industrial tests of the technology forty years ago. Fiber optics quickly gained prominence in the subsequent years as a more robust way of sending information with light instead of electrical signals.Today, Capasso and his colleagues are researching what could be the latest breakthrough in fiber optics technology: the vortex beam, a special type of light that twists as it travels. Capasso said he believes that the twists in a beam could potentially increase the information capacity of a single fiber many times over.In a paper published in Nature Communications in December, Capasso and his team describe a new device that can detect the “twistiness” of vortex beams. Although other devices capable of sensing the twist of a vortex beam exist, they are bulky and expensive, Capasso said.“We took a commercial device that cost around 20 dollars and simply modified it,” Capasso said. “It shows you can do things not only in a simpler way but also in a cheaper way.”Research into the use of vortex beams in fiber optics first began in 2004, when scientists began sending multiple vortex beams, each at the same wavelength, along a single optical fiber–a technique known as spatial division multiplexing.
“With vortex beams you can presumably increase the information capacity by another large factor and exceed the wall that many system engineers think is there around one hundred terabits per second [on a single fiber],” Capasso said.To fully realize the potential of spatial division multiplexing, a detector like Capasso’s must separate and read off the different types of vortex beams sent along the fiber. Each different type of beam has a special number called orbital angular momentum that characterizes its “twistiness” and can take on any integer value.Capasso’s device was able to distinguish between beams of three different orbital angular momentums, meaning that such a solution could, in principle, triple the capacity of current fiber optics systems. But Capasso estimated that a factor of ten improvement might be possible with spatial division multiplexing—and other scientists think it could be even higher.Capasso, however, emphasized that his group’s results are only preliminary, and must be complemented by research on the manufacture and transport of vortex beams.“There are a number of companies that are taking this approach seriously as a research topic,” Capasso said. “Nothing is going to be inside of a practical system in my opinion before probably ten years—although sometimes one makes mistakes in predicting technology.”—Staff writer Brian C. Zhang can be reached at brianzhang@college.harvard.edu.
",News,"New Detector Puts a Twist on Fiber Optics |
    
        News |
    
    The Harvard Crimson","/article/2013/1/14/SEAS-light-optics-vortex/
"
"
UPDATED: January 15, 2013, at 12:55 a.m.Stephen Lassonde, deputy dean of the college at Brown University, has been named Harvard College’s new dean of student life. He will assume the position in late March.Katherine Bergeron, dean of the college at Brown, announced Lassonde’s departure in an email to Brown students on Monday. Bergeron praised Lassonde for his work to improve academic advising and reform the deliberative procedures of Brown’s Committee on Academic Standing.“His departure represents a huge loss for our community,” Bergeron wrote.Dean of Harvard College Evelynn M. Hammonds also praised Lassonde in an email to Harvard students later on Monday.
“Dean Lassonde brings a wealth of experience on all the issues the OSL oversees, including student services, academic standing, undergraduate advising, support for underrepresented student populations,” Hammonds wrote. “These will all be critical areas for the College in the coming years.”As the new dean of student life, Lassonde will head the College’s Office of Student Life, which has seen the turnover of several administrators in the past year.The permanent dean of student life position has been vacant since Suzy M. Nelson departed in June to become vice president and dean of the college at Colgate University. When <a href=""http://www.thecrimson.com/article/2012/3/20/suzy-nelson-leaves-college/"">Nelson’s departure was announced in March, Joshua G. McIntosh was named interim dean of student life, but in June he too <a href=""http://www.thecrimson.com/article/2012/6/4/mcintosh-leaves-johns-hopkins/"">announced that he would leave for another position at Johns Hopkins University.Lassonde, who is also an adjunct assistant history professor, spent nearly six years at Brown. He received his Ph.D. in American Studies from Yale University, and also has served as an assistant dean at Yale College.—Staff writer Laya Anasu can be reached at layaanasu@college.harvard.edu.—Staff Writer Elizabeth S. Auritt can be reached at eauritt@college.harvard.edu.
",News,"Brown Administrator Named New Dean of Student Life |
    
        News |
    
    The Harvard Crimson","/article/2013/1/14/student-life-dean-brown/
"
"
Following ancient Vietnamese culture, I spent my New Years at the zoo in Ho Chi Min City listening to top 40 songs. The zoo was full of people; it was impossible to get around without bumping into someone and immediately checking to see if your passport was still intact.  There weren’t too many animals—only a dozen if you counted the giraffe statue and the sign for the monkeys, 20 if you counted the American tourists, which the locals do. At one point, a women turned away from the elephants just to stare at me. Try as I might to blend in, I must have looked out of place with my red number 25 tour sticker and tendency to speak loudly in English. She gave me a big toothy grin and a thumbs up and then snapped a photo. A part of me was waiting for her to toss me a peanut from the way she was watching me. I guess there was a sign that said not to feed the animals. 
 Most people weren’t paying attention to the animals anyways. Something bigger had attracted their attention. And to my surprise, it was not my mother's fannie-pack.  Thousands of young couples and their kids surrounded a huge stage in the center of the park. At first I thought they were looking at the adjacent sign pointing to the monkeys, but then Santa appeared. He was a tiny Santa, and the thinnest I have ever seen. He had the beard and red jacket, but the jolly belly full of Christmas cookies was non-existent. I guess there was another sign that said not to feed the Santa.  A group of young girls stood next to Santa on the stage. They also looked in need of a cookie or roast beast or a health care plan or something. They appeared about 15 or 16, which seemed a bit young to be working in the North Pole if you ask me. I wanted to talk to them about unionizing but suddenly the music started.  It was a familiar tune—a bit shocking given that I didn’t know the Vietnamese national anthem, which I assumed they would play on New Years. But then Santa started waving his fist in the air and the little girls began trotting like horseback riders and my dad started singing along: “Heyyy Sexy Lady.”  It was a tune as sweet as the “Star Spangled Banner,” or “Thrift Shop.” It was nothing other than “Gangnam Style.” I suddenly felt at home in this Vietnamese zoo filled with Korean music, malnourished Santas, and one elephant.
",Magazine,"A Trip to the Zoo |
    
        Magazine |
    
    The Harvard Crimson","/article/2013/1/14/trip-to-zoo/
"
"
Behind this black fence on Fallon Place, near Mather.
",Flyby,Not One but Two Turkeys! | Flyby,"/article/2013/1/14/two-turkeys-fallon-place/
"
"
Within  a small Massachusetts fishing village, three reunited friends struggle  to find happiness in Tom O’Brien’s new film “Fairhaven.” “Fairhaven” features O’Brien, who also wrote the film with co-star  Chris Messina, as Jon, a former high school football star who, like his  hero Tom Brady did in a real “60 Minutes” interview, questions whether  he really can have it all in life. Jon openly grapples with the  uneasiness this brings him and seeks understanding from others, from a  meditation coach to a therapist. He is not alone in his search—Dave  (Messina) feels similarly distraught and hides behind a façade of a  carefree life. However, having to return to Fairhaven for his father’s  funeral forces Dave to realize that he cannot run away from his  problems. Meanwhile, responsible, single father Sam (Rich Sommer) tries  to move on from his ex-wife Kate (Sarah Paulson). As he takes back the  part of himself he had lost in his love for Kate, Sam begins to find  happiness again in who he is.  Sommer,  best known for his portrayal of Harry Crane on “Mad Men,” shared in an  interview how the film’s cast worked together to bring the screenplay to  life as a sincere, relatable story.  
The  Harvard Crimson: You’ve had a diverse array of roles in your acting  experience, most notably a part on “Mad Men.” How does playing Sam  compare? Rich  Sommer: It's frankly my favorite performance of mine. We were able to  do with it what we wanted, and I was able to get out of Sam what I  haven't been able to do with other characters. I portrayed him how I  wanted to portray him. THC: What was it like working with the other cast members of “Fairhaven”? RS:  We were kind of isolated in this very small town in the middle of  winter. We luckily all hit it off so quickly; for a movie like this,  it's imperative. I feel this is an intimate movie, and you can only get  there if you are willing to be open with each other and trust each  other.  THC:  Jon seems to remain stuck on Tom Brady’s question of whether there is  more to life.  What central questions does “Fairhaven” explore? 
",Arts,"Actor Rich Sommer Discusses “Fairhaven”  |
    
        Arts |
    
    The Harvard Crimson","/article/2013/1/15/fairhaven-sommer/
"
"
Days after internet activist Aaron Swartz's Jan. 11 suicide, The Huffington Post <a href=""http://www.huffingtonpost.com/2013/01/14/aaron-swartz-stephen-heymann_n_2473278.html?utm_hp_ref=tw"">reports that during the 1990s, Swartz's prosecutor, Assistant U.S. Attorney Stephen Heymann—who was, even then, a pioneer in policing the internet—tried to get Harvard's cooperation in monitoring the University's network usage without a court order. Heymann proposed that the University put an ""electronic banner on its intranet telling users they were being monitored"" and implying their consent. Harvard refused, HuffPo reports, citing ""the privacy of its users.""<!--more-->Here's more from a 1996 issue of <a href=""http://books.google.com/books?id=2xcEAAAAMBAJ&amp;pg=PA65#v=onepage&amp;q=harvard&amp;f=false"">Network World:""Harvard University was recently the undercover site for the Department of Justice's network surveillance of Julio Cesar Ardita, an Argentinian charged with breaking into the Navy's computers via the Internet. […]But Harvard balked at [Heymann's] request [to put in place the electric banner]. 'We don't monitor the network, and we respect the privacy of our users,' said Franklin Steen, the Harvard network director. So the Justice Department got a 30-day court order, with extensions, and did the data tap to catch Ardita. The court order came with a gag rule to keep anyone from talking about it, which could tip off the suspect.""This revelation comes as MIT begins an <a href=""http://techblogs.mit.edu/news/2013/01/mit-responds-to-aaron-swartzs-death/"">internal inquiry into its role in Aaron Swartz's suicide. Swartz, who served as a fellow at Harvard's Safra Center for Ethics during the 2010-2011 academic year, faced decades in prison for allegedly downloading millions of academic articles from JSTOR via MIT's network, with the intent to distribute them. Though JSTOR encouraged Heymann to drop charges, MIT did not.
On Sunday, ""hacktivist"" collective Anonymous briefly <a href=""http://tech.mit.edu/V132/N61/anonymous.html"">took over two MIT websites and network through a denial-of-service attack. Their <a href=""http://tech.mit.edu/V132/N61/graphics/anonymous.html"">message, which appeared on two sites, stated that they ""do not consign blame or responsibility on MIT for what has happened,"" but referred to this as ""a time of soul-searching"" for those within the MIT community.
",Flyby,Harvard Refused Heymann&#39;s Monitoring Proposal | Flyby,"/article/2013/1/15/harvard-refused-heymann-interference/
"
"
A Massachusetts court has dismissed the wrongful death suit filed against Harvard and three of its employees by the mother of Justin D. C. D. Cosby.Cosby, a Cambridge resident, was fatally shot in 2009 in the basement of Kirkland House during a drug deal gone wrong. His mother B. Denise Cosby filed a <a href=""http://www.thecrimson.com/article/2012/5/26/cosby-mother-sues-harvard/"">wrongful death suit in May against the University, Lowell Co-House Masters Dorothy A. Austin and Diana L. Eck, and chemistry and chemical biology lecturer Ryan M. Spoering, who was resident dean of Lowell at the time of the shooting.The lawsuit alleged that Harvard had acted negligently by allowing the man who eventually would be <a href=""http://www.thecrimson.com/article/2011/4/22/murder-copney-firstdegree-jury-murder-guilty-harvard-shooting/"">convicted of Justin Cosby’s murder to live in Lowell House for months, in violation of University rules. Harvard’s lawyers <a href=""http://www.thecrimson.com/article/2012/9/26/motion-dismiss-cosby-murder/"">had argued that the University had no duty to protect Cosby.In a ruling obtained by the Boston Globe, Middlesex Superior Court Judge Mitchell Kaplan sided with Harvard, dismissing the lawsuit against the University and its three employees.“There is nothing inherent in knowingly or negligently allowing a Harvard student to permit her boyfriend to stay in her room such that a reasonable person would expect visitors to the University would be protected from the foreseeable deadly conduct of the room guest,” wrote Kaplan in the nine-page opinion.
Denise Cosby’s original complaint centered around a Harvard rule that requires students to speak with their House Master before hosting a non-Harvard guest for more than two nights.Jabrai Jordan Copney, the man convicted of shooting Justin Cosby, resided on campus for months in the Lowell House dorm room of his girlfriend in violation of Harvard rules. The Harvard College Handbook for Students, which was cited in the complaint, states that “The hosts of repeated overnight guests who are not Harvard students must make their guests’ presence known to the Building Manager and security personnel due to safety considerations.”The complaint alleged that Harvard was at fault because the three Lowell House officials either “knowingly allowed Copney, a nonstudent, to live in the Lowell House for an extended period of time, in contravention of Harvard’s rules, and allowed him to have unfettered access to the House and the rest of Harvard’s campus,” or “negligently failed to detect Copney’s continuing, unauthorized presence.”Harvard in September submitted a <a href=""http://www.thecrimson.com/article/2012/9/26/motion-dismiss-cosby-murder/"">legal filing saying the University could not be blamed for Cosby’s death. Harvard’s lead attorney Martin F. Murphy stressed that point when the two sides traded arguments in court during a hearing on Dec. 19.“Particularly [when] the plaintiff has come onto the property in order to engage in dangerous activities, the law makes it clear that [Harvard] doesn’t have that duty of safety to [Cosby],” said Murphy in December.During that same hearing, attorneys representing Cosby’s mother argued that the University had allowed a dangerous situation to develop by not enforcing its own policies regarding guests in Harvard dorms.“The only reason this became a situation is because of [Harvard’s] negligence,” said Isaac H. Peres, the plaintiff’s lead attorney, at the time.According to testimony from Copney’s murder trial, he and two other men cornered Justin Cosby in the basement of Kirkland’s J-entryway on May 18, 2009. Cosby sold marijuana to Harvard students and the group demanded that he hand over the drugs he had with him. When Cosby refused, Copney shot him, prosecutors and witnesses said.In April 2011 Copney was sentenced to life in prison for the murder of Cosby. His two companions testified against Copney in exchange for lighter sentences and both pleaded guilty to manslaughter.—Staff Writer Matthew Q. Clarida can be reached at clarida@college.harvard.edu.
",News,"Cosby Wrongful Death Suit Against Harvard Dismissed |
    
        News |
    
    The Harvard Crimson","/article/2013/1/15/wrongful-death-dismissed-cosby/
"
"
UPDATED: January 16, 2012, at 8:54 p.m.French actress Marion Cotillard has been named the recipient of the Hasty Pudding Theatricals 2013 Woman of the Year award.Cotillard received critical acclaim for starring as Édith Piaf in “La Vie en Rose,” a role that earned her an Academy Award for best actress and made her the first person to win an Oscar for a French language performance in 2007. She also garnered rave reviews for her 2010 performance as Mallorie Cobb in “Inception” alongside Leonardo DiCaprio.Renee E. Rober ’13, president of the Pudding, lauded Cotillard's qualifications after the selection was announced on Wednesday.“We all have a French exam that we're a little nervous about, so we thought we'd pick somebody who can tutor us,” Rober joked. “But in all seriousness, she is wildly talented—she can sing, act, dance, speak both English and French.… Nobody is more excited about that than I am.”
Tyler B. Faux ’13, the Pudding's publicity manager, also expressed enthusiasm for the pick in an emailed statement.“As an internationally accomplished actress and singer with a brilliant career heralded by critics and mainstream audiences alike, Marion Cotillard has entranced the Pudding with her multitude of talents and an unbridled commitment to her art,” Faux wrote.In the annual Woman of the Year celebration to be held on Jan. 31, Cotillard will be honored with a parade through Cambridge, after which she will be roasted by the Pudding and presented with a traditional Pudding Pot. Tickets for the event can be purchased on the Pudding's website.With Wednesday's announcement, Cotillard joins the elite company of past honorees—including <a href=""http://www.thecrimson.com/article/2012/1/27/HastyPudding-Parade-ClareDanes/"">Claire Danes, <a href=""http://www.thecrimson.com/article/2010/1/29/hathaway-pudding-actress-harvard/"">Anne Hathaway, <a href=""http://www.thecrimson.com/article/2008/2/8/pudding-parade-honors-theron-superheroes-jugglers/"">Charlize Theron, <a href=""http://www.thecrimson.com/article/1997/2/14/a-pretty-woman-of-the-year/"">Julia Roberts, <a href=""http://www.thecrimson.com/article/1992/2/12/jodie-foster-takes-home-pudding-pot/"">Jodie Foster, and <a href=""http://www.thecrimson.com/article/1961/2/20/jane-fonda-visits-hasty-pudding-ceremony/"">Jane Fonda—who have won the award since it was established in 1951.The Pudding’s 2013 Man of the Year award will be announced next week, to be followed by an event honoring the male awardee on Feb. 8.—Staff writer Laya Anasu can be reached at layaanasu@college.harvard.edu.Twitter and Facebook posts circulating this article have been revised to reflect the following correction:CORRECTION: Jan. 16Due to an editing error, earlier versions of posts circulating this article on Twitter and Facebook incorrectly referred to the organization honoring Cotillard as the Hasting Pudding. In fact, the group is called the Hasty Pudding Theatricals. 
",News,"Marion Cotillard Named 2013 Hasty Pudding Woman of the Year |
    
        News |
    
    The Harvard Crimson","/article/2013/1/16/cotillard-woman-of-the-year-2013/
"
"
While most Harvard students will be spending the week before Jan. 28 relaxing before classes begin or wrapping up a J-term project, Emily Hannah will be 3900 miles away from Cambridge, accomplishing a much different goal.
Along with five others women, the freshman Nordic skier was named to the 2013 FIS Junior World Championship team based on results from the past week’s US Cross Country Ski Championships in Soldier Hollow, Utah.
Hannah skied to a second-place finish in the 5-km skate race at the national championships to secure her spot on the Junior World Championship team, a first for any Crimson cross-country skier.
But the honor isn’t completely novel for the Colorado native, who also made the team in 2012 as a J1 (ages 16-17) athlete. At the 2012 Junior Worlds, held in Erzurum, Turkey, Hannah placed 51st in the women’s skiathlon event.
This year, the freshman will again head off to take on the best 18 and 19-year-old skiers in the world—this time in Liberec, Czech Republic, where the 2013 FIS Nordic Junior and U23 World Championships will be held from Jan. 20 to Jan. 27. Over a thousand semi-professional and collegiate Nordic skiers will convene to compete for both individual and team honors.
“Most Harvard students realize how many adjustments you make as a freshman, just going from high school to college, but then as an athlete, you’re also making adjustments to a new coach, a new training plan, new teammates, and that’s a big adjustment, so it’s not unusual in those circumstances to have an athlete take a year just to get used to skiing at the college level,” Nordic coach Chris City said. “I think it says so many things about Emily’s focus and determination to be able to manage all of those things and still be able to ski at this level. I’m excited to see what she can do on her second trip to World Juniors with a little more familiarity with the racing environment expectations.”
",Sports,Nordic Skier Headed to World Competition,"/blog/the-back-page/article/2013/1/16/harvard-nordic-skier-emily-hannah/
"
"
With the spring semester already having begun at Dartmouth but around the corner for the rest of the Ancient Eight, The Crimson takes a look at the fall semester for each athletic program and the season that was in each major sport. First up, the Brown Bears.<a name=""jump"">
Football:
Although finishing third in the league in 2012, the Brown football team enjoyed an eerily similar season to 2011, where they finished second. In both years, the team notched seven victories while outscoring opponents by almost exactly 50 points (50 in ’11, 51 in ’12). Led by quarterback Patrick Donnelly’s 226 yards per game and 15 touchdowns, the Bears won four of five after starting the season with conference losses against Harvard and Princeton. The lone exception was a 20-17 road loss to Penn where Brown took a 17-14 lead on a Cody Taulbee 1-yard touchdown plunge with three minutes to go, only to see Penn twice drive down the field for game-tying and game-winning field goals. Donnelly will graduate this year as the Bears look to take a three-game season ending winning streak as momentum into 2013.
Men’s Water Polo:
 The 14th-ranked Brown water polo team finished second and fifth in its two most important tournaments of the year, losing to St. Francis in the finals of the CWPA Northern Championships and defeating No. 17 Navy to take fifth in the CWPA Eastern Championships. Senior Svetozar Stefanovic was named CWPA Northern Division Player of the year for the fourth consecutive season and joined teammates James McNamara and Henry Fox on the CWPA First Team All-North. The team won 29 of its 33 matches, beginning the season with seven straight victories to win the Brown Labor Day Weekend Tournament, one of two tournament victories (along with the Ivy League Championships) it took home on the year.
 
Women’s Volleyball:
 For the fourth consecutive year, Brown could not escape the basement of the Ancient Eight. The Bears have alternated between seventh and eighth during that time, finishing a game ahead of their 2011-2012 squad this year. After winning two of three to start the season at the Central Connecticut and CCSU Invitationals, the Bears stumbled in losing five of their next six, capturing only three of a possible eighteen total sets over that time frame. Freshman Maddie Lord provided a bright spot for the squad, finishing eighth in the conference in kills.
 
Men’s Golf: 
 After a last place finish at the Ivy League Golf championships last fall, the Brown golf team was honored in the offseason with a GCAA Team Academic Award, posting the second highest cumulative grade point average in Division I. After an early fifth place finish in the Navy Invitational, the team posted three consecutive top-15 finishes before ending the season with a season-best effort in the Ivy League match play tournament. Sophomore Justin Miller won two of three matches on the weekend to help the Bears defeat both Harvard and Princeton en route to a third place finish.
 
Women’s Golf:
The Brown golf team had a busy 2011, competing in nine tournaments and playing 23 rounds of golf—both of which tied for or led the Ancient Eight. The Bears posted an average score of 314.26 strokes per round, edging out Columbia and Penn for second best in the conference. Low scorer sophomore Stephanie Hsieh finished the semester fifth in the conference last year, posting an average score of just 4.7 strokes above par but has improved even as she fell to eighth in the conference. Hsieh cut her strokes per round by nearly one whole stroke but the rest of the team has struggled to replace 2011 top-25 seniors Megan Touhy, Heath Arison, and Carly Arison. Hsieh is the only Bear in the top 25, although freshmen Juliette Garay and Lauren Flynn both rank in the top 35.
 
Women’s Soccer:
After a season in which they outscored their opponents by ten goals and finished with 10 wins and a fourth-place finish in the Ancient Eight, the Brown women’s soccer team regressed in 2012. The Bears won only one game and notched only seven wins against six losses. Brown benefited from strong net play, with goalie Amber Bledsoe leading the league in save percentage and backup MC Barrett finished fifth. Splitting time in the goal, the two gave up a combined 18 goals. On the offensive side of the ball, Chloe Cross led the conference with 69 shots and led the team with five goals.
 
Men’s Soccer:
 After finishing first in the Ivy League a season before, the Brown soccer team finished third in the Ancient Eight in 2012 but ended the season ranked No. 15 in the nation. The team lost only one game in conference play but lost its final game of the season in overtime to Dartmouth in a loss that cost it the Ivy crown. The team defeated Drexel in the first round of the NCAA championship before falling in the second to two seed Maryland. Three members of the team (seniors Sam Kernan-Schloss, Dylan Remick, and Ryan McDuff) were named to Academic All-Ivy squads and Remick was named an All-American by the NCAA and invited to the 2013 MLS Player Combine. Remick led the team with seven assists and tossed in two goals as well.
 
Field Hockey:
A year after the winless 2011 squad finished last in the Ivy League, the Brown field hockey team scored its first conference win since the 2010 team won three straight to end the year. The team won four of its last ten games after a 2-5 start to the season, and sophomore Meghan O’Donnell finished sixth in the conference in goals. O’Donnell had three game-winning goals for the Bears and scored four goals in Brown’s three game winning streak in late October. Fellow sophomores Clayton Christus and Shannon McSweeney, along with O’Donnell and freshman Alexis Miller, were given 2012 All-Ivy honors.
",Sports,Around the Ivies Season Review: Brown,"/blog/the-back-page/article/2013/1/16/harvard-sports-ivy-season-reviews-fall-2012-brown/
"
